eid,scopus_id,doi,title,year,cover_date,first_author,citedby_count,subtype,volume,issue,page_range
2-s2.0-85086346671,85086346671,10.3174/ajnr.A6575,Prediction of outcome using quantified blood volume in aneurysmal SAH,2020,2020-06-01,Van Der Steen W.E.,19,Article,41,6,1015-1021
2-s2.0-85084942499,85084942499,10.3174/AJNR.A6510,Aging and the brain: A quantitative study of clinical CT images,2020,2020-05-01,Cauley K.A.,10,Article,41,5,809-814
2-s2.0-85082096474,85082096474,10.3174/AJNR.A6468,Artificial intelligence in the management of intracranial aneurysms: Current status and future perspectives,2020,2020-03-01,Shi Z.,89,Review,41,3,373-379
2-s2.0-85082095102,85082095102,10.3174/ajnr.A6436,Correction of motion artifacts using a multiscale fully convolutional neural network,2020,2020-03-01,Sommer K.,48,Article,41,3,416-423
2-s2.0-85082098307,85082098307,10.3174/AJNR.A6405,Imaging-based algorithm for the local grading of glioma,2020,2020-03-01,Gates E.D.H.,19,Article,41,3,400-407
2-s2.0-85082096516,85082096516,10.3174/AJNR.A6416,Time to refocus the target in stroke therapy again?,2020,2020-03-01,Lövblad K.O.,0,Letter,41,3,E13
2-s2.0-85077779991,85077779991,10.3174/ajnr.A6365,Deep transfer learning and radiomics feature prediction of survival of patients with high-grade gliomas,2020,2020-01-01,Han W.,107,Article,41,1,40-48
2-s2.0-85071350556,85071350556,10.3174/ajnr.A6138,Convolutional neural network for automated flair lesion segmentation on clinical brain MR imaging,2019,2019-08-01,Duong M.T.,65,Article,40,8,1282-1290
2-s2.0-85071353220,85071353220,10.3174/ajnr.A6119,White matter lesion penumbra shows abnormalities on structural and physiologic MRIs in the coronary artery risk development in young adults cohort,2019,2019-08-01,Nasrallah I.M.,15,Article,40,8,1291-1298
2-s2.0-85069296545,85069296545,10.3174/ajnr.A6092,Automated segmentation of hippocampal volume: The next step in neuroradiologic diagnosis of mesial temporal sclerosis,2019,2019-07-01,Damodaran N.,2,Letter,40,7,E38
2-s2.0-85068198032,85068198032,10.3174/ajnr.A6077,Ensemble of convolutional neural networks improves automated segmentation of acute ischemic lesions using multiparametric diffusion-weighted MRI,2019,2019-06-01,Winzeck S.,47,Article,40,6,938-945
2-s2.0-85061484196,85061484196,10.3174/ajnr.A5927,Improving the quality of synthetic FLAIR images with deep learning using a conditional generative adversarial network for pixel-by-pixel image translation,2019,2019-02-01,Hagiwara A.,74,Article,40,2,224-230
2-s2.0-85061485701,85061485701,10.3174/ajnr.A5926,A deep learning-based approach to reduce rescan and recall rates in clinical MRI examinations,2019,2019-02-01,Sreekumari A.,38,Article,40,2,217-223
2-s2.0-85064565894,85064565894,10.3174/ajnr.A6020,Convolutional neural network–based automated segmentation of the spinal cord and contusion injury: Deep learning biomarker correlates of motor impairment in acute spinal cord injury,2019,2019-01-01,McCoy D.B.,84,Article,40,4,737-744
2-s2.0-85066163872,85066163872,10.3174/ajnr.A6040,Radiogenomics in medulloblastoma: Can the human brain compete with artificial intelligence and machine learning?,2019,2019-01-01,Dasgupta A.,2,Letter,40,5,E24-E25
2-s2.0-85062995174,85062995174,10.3174/ajnr.A5966,Improved detection of subtle mesial temporal sclerosis: Validation of a commercially available software for automated segmentation of hippocampal volume,2019,2019-01-01,Mettenburg J.M.,26,Article,40,3,440-445
2-s2.0-85059913222,85059913222,10.3174/ajnr.A5911,Deep learning-based detection of intracranial aneurysms in 3D TOF-MRA,2019,2019-01-01,Faron A.,160,Article,40,1,25-32
2-s2.0-85071779809,85071779809,10.3174/ajnr.A6174,Quantitative analysis of spinal canal areas in the lumbar spine: An imaging informatics and machine learning study,2019,2019-01-01,Gaonkar B.,32,Article,40,9,1586-1591
2-s2.0-85068197582,85068197582,10.3174/ajnr.A6070,Deep learning–based automatic segmentation of lumbosacral nerves on CT for spinal intervention: A translational study,2019,2019-01-01,Fan G.,37,Article,40,6,1074-1081
2-s2.0-85071783885,85071783885,10.3174/ajnr.A6162,Molecular subtype classification in lower-grade glioma with accelerated DTI,2019,2019-01-01,Aliotta E.,29,Article,40,9,1458-1463
2-s2.0-85059886211,85059886211,10.3174/ajnr.A5889,Automated aspects on noncontrast CT scans in patients with acute ischemic stroke using machine learning,2019,2019-01-01,Kuang H.,120,Article,40,1,33-38
2-s2.0-85063005062,85063005062,10.3174/ajnr.A5981,Accurate patient-specific machine learning models of glioblastoma invasion using transfer learning,2019,2019-01-01,Hu L.S.,30,Article,40,3,418-425
2-s2.0-85059897735,85059897735,10.3174/ajnr.A5899,MR imaging-based radiomic signatures of distinct molecular subgroups of medulloblastoma,2019,2019-01-01,Iv M.,116,Article,40,1,154-161
2-s2.0-85076503588,85076503588,10.3174/ajnr.A6289,Volumetry of mesiotemporal structures reflects serostatus in patients with limbic encephalitis,2019,2019-01-01,Ernst L.,13,Conference Paper,40,12,2081-2089
2-s2.0-85059884392,85059884392,10.3174/ajnr.A5780,The ASNR-ACR-rSNA common data elements project: What will it do for the house of neuroradiology?,2019,2019-01-01,Jordan J.E.,12,Review,40,1,14-18
2-s2.0-85073086061,85073086061,10.3174/ajnr.A6215,Reply,2019,2019-01-01,D’Anna G.,0,Letter,40,10,E57
2-s2.0-85063003346,85063003346,10.3174/ajnr.A5998,Pipeline sizing based on computer simulation,2019,2019-01-01,Becske T.,0,Note,40,3,531-532
2-s2.0-85066163889,85066163889,10.3174/ajnr.A6034,"Comparison of iterative model reconstruction versus filtered back-projection in pediatric emergency head CT: Dose, image quality, and image-reconstruction times",2019,2019-01-01,Southard R.N.,30,Article,40,5,866-871
2-s2.0-85059248664,85059248664,10.3174/ajnr.A5913,Reply,2018,2018-12-01,Chang P.D.,1,Letter,39,12,E128
2-s2.0-85054361567,85054361567,10.3174/ajnr.A5543,Deep learning in neuroradiology,2018,2018-10-01,Zaharchuk G.,274,Review,39,10,1776-1784
2-s2.0-85053057237,85053057237,10.3174/ajnr.A5742,Hybrid 3D/2D convolutional neural network for hemorrhage evaluation on head CT,2018,2018-09-01,Chang P.D.,245,Article,39,9,1609-1616
2-s2.0-85051420581,85051420581,10.3174/ajnr.A5691,Thalamocortical connections and executive function in pediatric temporal and frontal lobe epilepsy,2018,2018-08-01,Law N.,30,Article,39,8,1530-1535
2-s2.0-85049117711,85049117711,10.3174/ajnr.A5527,Resting-state functional MRI: Everything that nonexperts have always wanted to know,2018,2018-08-01,Lv H.,536,Review,39,8,1390-1399
2-s2.0-85049830790,85049830790,10.3174/ajnr.A5667,Deep-learning convolutional neural networks accurately classify genetic mutations in gliomas,2018,2018-07-01,Chang P.,438,Article,39,7,1201-1207
2-s2.0-85047083981,85047083981,10.3174/ajnr.A5597,3D deep learning angiography (3D-DLA) from C-arm Conebeam CT,2018,2018-05-01,Montoya J.C.,16,Article,39,5,916-922
2-s2.0-85042155083,85042155083,10.3174/ajnr.A5391,"Radiomics in Brain Tumor: Image Assessment, Quantitative Feature Descriptors, and Machine-Learning Approaches",2018,2018-02-01,Zhou M.,350,Review,39,2,208-216
2-s2.0-85040452441,85040452441,10.3174/ajnr.A5459,Reproducibility of deep gray matter atrophy rate measurement in a large multicenter dataset,2018,2018-01-01,Meijerman A.,15,Article,39,1,46-53
2-s2.0-85034611970,85034611970,10.3174/ajnr.A5352,Detection of volume-changing metastatic brain tumors on longitudinal MRI using a semiautomated algorithm based on the jacobian operator field,2017,2017-11-01,Shearkhani O.,9,Article,38,11,2059-2066
2-s2.0-85034619311,85034619311,10.3174/ajnr.A5326,Radiomics approach fails to outperform null classifier on test data,2017,2017-11-01,Colby J.B.,3,Letter,38,11,E92-E93
2-s2.0-85027405194,85027405194,10.3174/ajnr.A5246,Functional connectivity in virally suppressed patients with HIV-associated neurocognitive disorder: A resting-state analysis,2017,2017-08-01,Chaganti J.R.,52,Article,38,8,1623-1629
2-s2.0-85020543132,85020543132,10.3174/ajnr.A5173,Differentiation of enhancing glioma and primary central nervous system lymphoma by texture-based machine learning,2017,2017-06-01,Alcaide-Leon P.,59,Article,38,6,1145-1150
2-s2.0-85019930590,85019930590,10.3174/ajnr.A5106,Mri-based texture analysis to differentiate sinonasal squamous cell carcinoma from inverted papilloma,2017,2017-05-01,Ramkumar S.,57,Article,38,5,1019-1025
2-s2.0-85019898547,85019898547,10.3174/ajnr.A5136,Combined diffusion tensor imaging and apparent transverse relaxation rate differentiate Parkinson disease and atypical parkinsonism,2017,2017-05-01,Du G.,37,Article,38,5,966-972
2-s2.0-85015755973,85015755973,10.3174/ajnr.A5048,"A fully automated, atlas-based approach for superior cerebellar peduncle evaluation in progressive supranuclear palsy phenotypes",2017,2017-03-01,Nicoletti G.,21,Article,38,3,523-530
2-s2.0-85013422734,85013422734,10.3174/ajnr.A4975,Brain network architecture and global intelligence in children with focal epilepsy,2017,2017-02-01,Paldino M.,16,Conference Paper,38,2,349-356
