auid,name,papers,degree_centrality,betweenness
7003404861,Wintermark M.,12,0.046875,0.04742221324113981
7201864583,Cha S.,2,0.0107421875,0.039315664293042535
57192687394,Chang P.D.,11,0.041015625,0.038522017144261365
57203629813,Kim H.S.,8,0.02587890625,0.03174533056777942
6602464023,Zaharchuk G.,18,0.0556640625,0.03159961534836732
6505618044,Rauschecker A.,4,0.01318359375,0.02824741572065181
55366125000,Bakas S.,2,0.017578125,0.027741806433916296
7004529328,Wu O.,3,0.01611328125,0.024347988957203394
8636626000,Nael K.,4,0.01611328125,0.022586108124886994
8560262200,Tong E.,2,0.0166015625,0.0212773807044697
7102244256,Schaefer P.W.,5,0.025390625,0.018815169063122247
57356516600,Ozkara B.B.,3,0.02294921875,0.01752947216008312
7202828146,George E.,2,0.00732421875,0.01739989143284397
57216837146,Lakhani D.,2,0.01220703125,0.01690031188825535
14070835300,Welker K.,2,0.01953125,0.016404937016925226
7006884046,Filippi C.G.,6,0.02880859375,0.016169246614894186
56723950900,Boutet A.,3,0.01513671875,0.01253753786956881
16679836100,Nickel M.D.,5,0.01806640625,0.012072260705673566
36793850900,Heit J.J.,6,0.02880859375,0.011987914560811778
26433145700,Brinjikji W.,4,0.017578125,0.010966749443746062
13403173200,Salamon N.,3,0.0126953125,0.010762901807202482
57193009705,Hill V.,3,0.01025390625,0.01066560220020317
35465926800,Mohan S.,2,0.00732421875,0.01055580464096145
56417072300,Bai H.,3,0.017578125,0.010542988987369365
14519858700,Sair H.I.,3,0.02197265625,0.01017841719482544
